stator_od,stack_length,airgap,turns_per_coil,magnet_rem,slot_pole_combo,Kv,Torque,Kt_theoretical,Bg,Weight_kg
46.3,21.2,0.65,85,1.17,9N6P,49.8,0.103,0.2076,0.94,0.17
94.9,33.7,0.72,68,1.2,24N22P,6.1,1.811,1.5135,0.96,1.12
120.0,23.9,0.51,81,1.24,9N6P,14.4,2.148,0.6336,0.99,1.27
115.0,59.3,0.93,40,1.29,9N6P,13.3,6.389,0.764,1.03,2.88
110.9,43.7,0.53,70,1.26,12N10P,7.1,3.754,1.2514,1.01,1.98
80.6,51.2,0.91,26,1.27,12N10P,25.7,1.432,0.3901,1.02,1.22
93.0,21.0,0.8,95,1.15,36N30P,5.4,1.036,1.8497,0.92,0.67
90.7,35.2,0.85,35,1.27,12N10P,22.3,1.839,0.409,1.02,1.06
76.8,18.1,0.56,96,1.21,36N30P,7.0,0.368,1.4061,0.97,0.39
45.6,50.1,0.7,31,1.25,24N20P,18.5,0.299,0.4998,1.0,0.38
113.8,54.7,0.62,72,1.22,24N22P,3.3,4.056,3.1943,0.98,2.6
99.4,23.3,0.73,25,1.22,9N6P,62.0,1.079,0.1538,0.98,0.85
118.6,26.4,0.83,61,1.29,18N16P,8.4,2.688,1.0738,1.03,1.36
66.7,28.5,0.89,80,1.24,9N6P,24.2,0.471,0.402,0.99,0.47
57.8,34.9,0.73,72,1.21,24N20P,10.3,0.454,1.0016,0.97,0.43
85.4,47.0,0.91,89,1.28,24N20P,3.8,1.623,2.624,1.02,1.26
81.8,45.7,0.97,80,1.14,24N22P,5.2,1.412,1.9483,0.91,1.12
106.8,40.6,0.95,92,1.13,24N22P,3.8,2.841,2.6026,0.9,1.7
101.4,22.5,0.91,66,1.18,24N20P,9.3,1.087,1.0256,0.94,0.85
111.6,31.5,0.94,16,1.27,36N30P,15.9,2.483,0.6196,1.02,1.44
43.1,27.2,0.82,35,1.23,12N8P,72.9,0.121,0.1406,0.98,0.19
93.0,16.3,0.52,97,1.24,24N22P,9.6,0.616,1.0646,0.99,0.52
103.6,41.9,0.84,65,1.28,12N14P,9.7,2.983,1.0454,1.02,1.65
50.0,31.3,0.81,23,1.27,18N16P,43.8,0.222,0.193,1.02,0.29
44.5,28.9,0.77,89,1.26,24N22P,11.6,0.131,0.8086,1.01,0.21
88.4,45.1,0.92,68,1.11,18N16P,7.1,1.456,1.2963,0.89,1.3
102.3,10.3,0.75,48,1.12,9N6P,75.0,0.43,0.1233,0.9,0.4
103.0,51.8,0.57,39,1.16,18N16P,9.9,3.437,1.0572,0.93,2.02
87.3,19.1,0.51,39,1.12,12N8P,45.8,0.641,0.2125,0.9,0.54
83.0,57.6,0.57,91,1.1,12N10P,6.7,1.749,1.3911,0.88,1.46
67.0,10.6,0.64,69,1.14,9N6P,76.3,0.171,0.1207,0.91,0.17
70.7,46.0,0.5,83,1.17,12N14P,10.6,0.955,0.9174,0.94,0.85
118.4,60.0,0.55,89,1.24,18N16P,2.6,5.515,3.4444,0.99,3.09
81.6,32.9,0.66,57,1.23,24N20P,8.0,1.225,1.0897,0.98,0.81
119.9,47.0,0.66,41,1.15,36N30P,4.2,4.051,2.3279,0.92,2.48
97.6,34.5,0.66,23,1.17,12N8P,35.4,1.502,0.2635,0.94,1.21
119.8,55.0,0.89,69,1.28,12N10P,6.4,4.489,1.6884,1.02,2.9
99.7,53.7,0.51,39,1.1,12N8P,13.8,2.128,0.6716,0.88,1.96
91.3,27.7,0.74,54,1.25,24N22P,9.9,1.491,0.9883,1.0,0.85
79.1,38.8,0.78,29,1.26,36N30P,9.9,1.058,0.968,1.01,0.89
69.9,19.7,0.64,98,1.19,24N22P,10.8,0.349,0.9263,0.95,0.35
65.4,10.4,0.73,68,1.16,24N20P,32.2,0.147,0.3073,0.93,0.16
53.1,59.6,0.85,73,1.16,24N20P,6.5,0.524,1.5094,0.93,0.62
105.1,46.5,0.87,41,1.13,12N8P,14.9,2.704,0.655,0.9,1.89
60.4,36.1,0.62,91,1.24,12N10P,12.2,0.47,0.7069,0.99,0.48
109.8,38.9,0.51,62,1.25,12N10P,10.7,3.051,0.9695,1.0,1.72
94.8,27.1,0.56,69,1.1,12N8P,16.3,1.436,0.5687,0.88,0.9
87.0,48.5,0.92,60,1.16,12N8P,12.6,2.04,0.8429,0.93,1.35
100.2,26.0,0.77,81,1.26,24N20P,6.0,1.241,1.5415,1.01,0.96
96.9,34.0,0.93,92,1.28,12N10P,8.6,1.593,1.1173,1.02,1.17
97.0,57.6,0.68,15,1.26,9N6P,39.3,3.793,0.2301,1.01,1.99
86.5,29.4,0.65,97,1.26,24N22P,5.2,1.352,1.803,1.01,0.81
120.0,17.1,0.59,15,1.26,12N10P,92.7,1.561,0.1135,1.01,0.91
57.9,29.2,0.73,12,1.21,36N30P,41.0,0.319,0.2099,0.97,0.36
108.4,36.0,0.58,83,1.1,12N14P,8.9,2.086,1.041,0.88,1.55
64.7,59.4,0.58,39,1.29,9N6P,24.1,1.108,0.4185,1.03,0.91
47.5,46.9,0.97,84,1.16,9N6P,20.8,0.243,0.4514,0.93,0.39
84.4,24.8,0.64,14,1.11,12N10P,101.9,0.704,0.0943,0.89,0.65
108.0,33.1,0.64,73,1.16,24N22P,5.6,1.955,1.7655,0.93,1.42
78.1,41.8,0.8,13,1.27,12N10P,62.3,1.361,0.1549,1.02,0.94
62.9,13.8,0.61,73,1.11,12N14P,46.1,0.2,0.2025,0.89,0.2
106.2,42.6,0.54,87,1.25,12N8P,6.1,2.424,1.4389,1.0,1.77
93.6,43.8,0.99,55,1.22,12N8P,13.0,1.677,0.7895,0.98,1.41
46.9,15.9,0.7,16,1.21,24N22P,121.4,0.07,0.0816,0.97,0.13
50.0,26.2,0.99,11,1.22,24N20P,97.8,0.206,0.0977,0.98,0.24
98.9,21.7,0.87,62,1.18,9N6P,28.2,1.057,0.3401,0.94,0.78
69.0,44.9,0.57,51,1.29,12N10P,16.9,0.745,0.5897,1.03,0.79
82.9,52.7,0.61,84,1.24,24N20P,3.5,1.485,2.6411,0.99,1.33
66.1,17.5,0.57,60,1.24,36N30P,12.5,0.245,0.746,0.99,0.28
91.1,37.8,0.58,14,1.18,18N16P,44.1,1.792,0.2485,0.94,1.15
65.0,23.6,0.86,82,1.19,18N16P,15.6,0.421,0.6385,0.95,0.37
46.0,19.0,0.78,77,1.13,9N6P,57.8,0.078,0.1601,0.9,0.15
59.0,30.2,0.65,75,1.18,36N30P,7.0,0.272,1.3557,0.94,0.39
101.6,55.5,0.84,93,1.28,12N8P,4.5,3.703,1.9419,1.02,2.11
55.9,23.0,0.66,80,1.3,12N8P,26.0,0.22,0.3821,1.04,0.26
99.2,43.3,0.7,74,1.16,12N8P,8.8,2.816,1.0711,0.93,1.57
104.6,10.0,0.6,44,1.22,12N8P,54.3,0.712,0.1638,0.98,0.4
53.3,13.5,0.94,76,1.13,12N14P,57.8,0.106,0.173,0.9,0.14
75.3,45.8,0.95,31,1.14,36N30P,9.0,1.141,1.042,0.91,0.95
104.6,19.9,0.88,67,1.28,12N10P,19.1,1.098,0.5162,1.02,0.8
51.7,49.2,0.51,37,1.1,12N8P,31.3,0.277,0.2979,0.88,0.48
62.7,12.4,0.55,22,1.19,12N10P,164.0,0.159,0.0588,0.95,0.18
53.3,51.2,0.67,31,1.28,24N22P,14.5,0.337,0.6173,1.02,0.53
40.8,27.3,0.77,79,1.12,36N30P,12.3,0.075,0.8242,0.9,0.17
87.5,21.4,0.92,59,1.29,36N30P,8.2,1.006,1.2274,1.03,0.6
88.1,51.0,0.9,74,1.24,12N10P,8.0,2.386,1.1848,0.99,1.45
66.4,10.1,0.65,46,1.12,12N14P,89.4,0.127,0.0994,0.9,0.16
93.6,42.5,0.62,51,1.12,18N16P,9.1,1.666,0.9916,0.9,1.37
94.2,42.6,0.55,95,1.16,24N20P,3.9,1.935,2.58,0.93,1.39
75.7,41.0,0.91,11,1.19,24N22P,39.2,0.799,0.232,0.95,0.86
77.9,50.9,0.57,93,1.28,24N22P,3.6,1.624,2.7399,1.02,1.14
51.9,42.9,0.63,60,1.19,36N30P,6.6,0.395,1.3614,0.95,0.42
86.2,53.4,0.77,31,1.21,12N8P,18.7,1.569,0.4984,0.97,1.46
57.2,55.7,0.9,92,1.26,24N20P,4.8,0.601,2.0822,1.01,0.67
112.6,32.1,0.94,43,1.11,24N20P,9.6,1.98,0.9979,0.89,1.5
70.3,10.8,0.73,17,1.27,18N16P,142.8,0.213,0.0706,1.02,0.2
113.2,11.3,0.92,84,1.18,18N16P,18.0,0.756,0.5505,0.94,0.53
105.8,28.9,0.84,75,1.27,18N16P,8.3,2.169,1.2652,1.02,1.19
102.5,25.3,0.81,48,1.28,36N30P,7.2,1.455,1.3845,1.02,0.98
80.8,37.4,0.5,96,1.24,18N16P,5.8,1.348,1.5722,0.99,0.9
105.1,41.0,0.76,76,1.26,36N30P,2.6,2.683,3.594,1.01,1.66
46.6,38.8,0.6,60,1.26,24N22P,12.0,0.221,0.7784,1.01,0.31
82.9,39.0,0.9,63,1.29,18N16P,8.6,1.439,1.1301,1.03,0.99
70.9,49.8,0.57,91,1.28,18N16P,6.2,0.885,1.7861,1.02,0.92
59.9,49.8,0.56,24,1.13,12N8P,38.7,0.633,0.2332,0.9,0.66
62.0,43.6,0.97,39,1.14,18N16P,18.5,0.573,0.5083,0.91,0.62
64.9,47.4,0.63,67,1.14,18N16P,8.8,0.596,1.0146,0.91,0.73
116.6,28.6,0.66,78,1.22,18N16P,7.2,3.331,1.3894,0.98,1.43
74.3,15.8,0.97,83,1.21,36N30P,9.4,0.321,1.0064,0.97,0.32
101.1,30.5,1.0,59,1.25,9N6P,19.0,1.784,0.4907,1.0,1.15
67.7,19.5,0.6,11,1.14,24N20P,99.6,0.347,0.0956,0.91,0.33
81.1,47.1,0.52,57,1.15,18N16P,9.5,1.404,1.0935,0.92,1.14
64.7,12.7,0.84,22,1.13,12N10P,161.9,0.208,0.0581,0.9,0.2
94.2,24.8,0.67,56,1.25,12N10P,21.3,1.348,0.475,1.0,0.81
84.4,49.0,0.53,53,1.16,24N20P,6.3,1.951,1.4811,0.93,1.28
72.1,14.1,0.77,48,1.11,24N22P,32.1,0.259,0.3108,0.89,0.27
51.8,27.0,0.93,65,1.17,24N22P,16.6,0.207,0.595,0.94,0.27
89.1,25.6,0.83,82,1.21,12N8P,14.6,1.155,0.6524,0.97,0.75
111.1,25.7,0.6,20,1.14,24N20P,25.7,1.854,0.3804,0.91,1.17
112.8,33.8,0.99,33,1.18,24N20P,11.2,2.394,0.8575,0.94,1.58
47.9,16.4,0.85,51,1.29,36N30P,22.3,0.124,0.434,1.03,0.14
51.4,21.7,0.55,70,1.21,24N20P,17.0,0.177,0.5421,0.97,0.21
73.6,32.4,0.63,60,1.15,18N16P,13.5,0.625,0.7133,0.92,0.65
58.4,53.3,0.56,12,1.23,24N22P,36.6,0.493,0.2646,0.98,0.67
83.4,13.5,0.61,62,1.29,24N22P,17.7,0.417,0.5227,1.03,0.35
95.2,21.8,0.72,81,1.12,18N16P,12.1,0.934,0.819,0.9,0.73
63.5,42.0,0.57,10,1.28,12N14P,97.4,0.659,0.0985,1.02,0.62
45.5,27.4,0.82,40,1.3,36N30P,18.5,0.118,0.5438,1.04,0.21
73.4,50.0,0.7,44,1.19,12N10P,16.9,0.889,0.5535,0.95,0.99
49.3,35.3,0.66,85,1.12,36N30P,6.4,0.233,1.4126,0.9,0.32
65.0,30.0,0.92,36,1.12,24N20P,22.4,0.375,0.4457,0.9,0.47
50.9,54.0,0.59,63,1.18,12N8P,17.0,0.382,0.5844,0.94,0.51
79.1,56.6,0.88,77,1.17,9N6P,12.0,1.536,0.8666,0.94,1.3
80.1,34.1,0.69,53,1.1,9N6P,27.4,0.784,0.3451,0.88,0.8
67.2,56.2,0.85,82,1.18,12N8P,8.6,1.137,1.0413,0.94,0.93
63.8,16.1,0.97,37,1.18,24N22P,35.3,0.205,0.2533,0.94,0.24
100.6,19.7,0.88,39,1.26,12N14P,34.5,0.924,0.2813,1.01,0.73
69.8,35.6,0.85,27,1.11,24N20P,21.7,0.631,0.4251,0.89,0.64
78.7,23.7,0.68,77,1.14,12N10P,20.2,0.637,0.473,0.91,0.54
68.1,56.6,0.6,28,1.3,24N20P,10.5,1.401,0.8103,1.04,0.96
89.0,12.1,0.73,64,1.28,12N14P,39.2,0.511,0.2553,1.02,0.35
74.8,45.1,0.55,76,1.23,12N10P,10.1,1.429,0.9152,0.98,0.93
105.8,44.1,0.8,99,1.19,24N20P,2.9,3.258,3.1881,0.95,1.81
70.2,28.8,0.69,71,1.24,12N8P,20.3,0.622,0.5122,0.99,0.52
116.4,59.9,0.82,94,1.21,36N30P,1.4,5.043,6.9115,0.97,2.98
90.0,46.0,0.93,95,1.28,36N30P,2.4,1.657,4.3382,1.02,1.37
76.6,27.3,0.52,22,1.26,18N16P,36.8,0.711,0.2528,1.01,0.59
53.0,56.3,0.88,51,1.11,36N30P,6.7,0.426,1.4241,0.89,0.58
80.8,24.4,0.58,55,1.29,24N20P,11.5,0.939,0.8124,1.03,0.59
83.6,32.2,0.52,40,1.24,24N22P,12.7,1.262,0.778,0.99,0.83
101.0,49.1,0.56,92,1.25,9N6P,8.5,2.954,1.2489,1.0,1.84
42.8,31.2,0.55,47,1.2,12N14P,45.7,0.149,0.2145,0.96,0.21
88.0,38.8,0.74,85,1.26,9N6P,11.7,1.197,0.793,1.01,1.1
111.4,55.3,0.87,36,1.21,12N14P,13.0,4.862,0.7775,0.97,2.52
79.8,11.9,0.75,61,1.14,12N10P,49.9,0.284,0.1903,0.91,0.28
87.1,40.8,0.78,39,1.2,24N22P,10.5,1.429,0.96,0.96,1.14
76.1,15.7,0.65,35,1.18,12N14P,65.6,0.35,0.1426,0.94,0.33
76.6,19.2,0.74,93,1.23,12N14P,18.8,0.507,0.4844,0.98,0.41
51.4,28.7,0.92,36,1.14,12N8P,59.2,0.209,0.1694,0.91,0.28
59.9,46.5,0.83,15,1.2,24N20P,31.2,0.611,0.2845,0.96,0.61
84.2,11.4,0.86,31,1.3,24N20P,45.3,0.393,0.2223,1.04,0.3
87.9,40.2,0.87,46,1.11,24N22P,9.2,1.439,1.0381,0.89,1.14
114.6,24.1,0.91,61,1.15,24N22P,9.1,2.485,1.1222,0.92,1.16
47.1,30.5,0.75,32,1.16,24N20P,31.8,0.201,0.3004,0.93,0.25
92.9,49.4,0.89,56,1.27,9N6P,13.7,2.375,0.705,1.02,1.57
68.8,18.5,0.91,14,1.15,12N10P,161.8,0.359,0.0583,0.92,0.32
112.7,17.5,0.6,78,1.2,24N20P,8.0,1.353,1.0789,0.96,0.82
46.2,40.1,0.67,97,1.2,12N14P,15.4,0.173,0.6105,0.96,0.31
90.1,57.1,0.56,57,1.22,24N22P,4.1,2.098,2.0846,0.98,1.7
103.0,50.2,0.8,53,1.21,18N16P,7.0,3.616,1.4414,0.97,1.96
66.8,16.0,0.66,78,1.21,12N8P,32.2,0.283,0.2902,0.97,0.26
70.4,47.0,0.74,33,1.27,24N20P,11.6,0.912,0.7962,1.02,0.86
48.6,27.9,0.69,59,1.28,12N14P,29.7,0.171,0.2902,1.02,0.24
111.2,28.4,0.82,81,1.19,12N8P,10.7,2.751,0.8833,0.95,1.29
43.9,59.5,0.71,83,1.2,18N16P,8.2,0.255,1.0984,0.96,0.42
113.2,49.8,0.51,32,1.27,12N14P,13.3,4.475,0.6713,1.02,2.35
42.7,23.8,0.62,47,1.29,18N16P,36.5,0.1,0.2616,1.03,0.16
89.4,30.2,0.83,91,1.21,24N20P,5.0,1.183,1.7141,0.97,0.89
107.9,23.7,0.86,97,1.26,18N16P,6.9,2.217,1.3577,1.01,1.01
116.7,16.4,0.95,60,1.18,18N16P,16.1,1.117,0.5883,0.94,0.82
40.9,15.6,0.88,70,1.22,18N16P,39.6,0.065,0.2257,0.98,0.1
70.0,28.4,0.99,69,1.18,24N20P,11.1,0.592,0.9177,0.94,0.51
97.4,55.8,0.75,44,1.1,36N30P,4.2,3.427,2.2874,0.88,1.95
93.0,46.6,0.78,43,1.13,18N16P,10.9,1.91,0.9134,0.9,1.48
119.4,37.9,0.97,42,1.21,9N6P,18.7,3.983,0.4992,0.97,1.99
97.5,18.8,0.96,64,1.21,36N30P,8.0,1.047,1.2253,0.97,0.66
95.6,26.9,0.79,50,1.3,12N14P,20.8,1.447,0.4836,1.04,0.9
73.5,27.9,0.56,45,1.26,18N16P,19.9,0.699,0.5057,1.01,0.55
116.0,35.2,0.58,21,1.22,9N6P,41.8,3.539,0.2295,0.98,1.74
86.9,54.8,0.66,99,1.27,24N22P,2.7,2.48,3.4723,1.02,1.52
66.1,36.5,0.79,22,1.23,9N6P,65.1,0.762,0.1399,0.98,0.59
49.0,58.6,0.92,64,1.17,12N14P,15.8,0.42,0.5996,0.94,0.52
105.7,14.9,0.51,28,1.13,24N22P,32.9,1.031,0.2917,0.9,0.61
58.1,52.4,0.64,93,1.28,12N14P,8.7,0.616,1.0386,1.02,0.65
49.4,25.0,0.71,80,1.11,9N6P,41.4,0.138,0.233,0.89,0.22
97.0,29.3,0.99,71,1.15,12N10P,14.3,1.645,0.6669,0.92,1.01
56.2,38.7,0.58,36,1.24,12N10P,35.9,0.337,0.2789,0.99,0.45
83.2,38.1,0.68,97,1.29,36N30P,2.8,1.216,3.4436,1.03,0.97
103.0,35.6,0.83,30,1.25,12N10P,22.6,2.851,0.3981,1.0,1.39
73.2,35.8,0.51,55,1.24,12N8P,16.3,0.668,0.5193,0.99,0.71
88.1,11.6,0.81,42,1.3,9N6P,74.7,0.385,0.1207,1.04,0.33
103.6,44.8,0.77,10,1.27,24N22P,29.4,3.527,0.342,1.02,1.77
61.0,31.9,0.58,91,1.15,12N10P,14.0,0.477,0.5866,0.92,0.44
119.4,58.8,0.66,35,1.23,36N30P,3.7,5.372,2.6478,0.98,3.08
41.5,37.6,0.94,76,1.24,12N10P,20.1,0.12,0.4044,0.99,0.24
108.7,44.2,0.75,68,1.11,12N8P,9.1,2.74,1.054,0.89,1.92
107.3,23.0,0.82,56,1.11,9N6P,31.2,1.375,0.3336,0.89,0.97
52.6,36.0,0.6,79,1.23,18N16P,12.2,0.294,0.7899,0.98,0.37
92.3,27.1,0.79,70,1.22,18N16P,9.8,1.016,0.926,0.98,0.85
84.6,33.3,0.61,99,1.21,12N14P,10.2,1.043,0.9798,0.97,0.88
50.1,28.3,0.77,30,1.27,12N8P,63.5,0.158,0.1525,1.02,0.26
117.4,43.3,0.73,19,1.12,36N30P,10.0,4.265,0.9454,0.9,2.19
58.3,25.2,0.78,24,1.12,9N6P,116.6,0.216,0.0842,0.9,0.31
88.7,49.3,0.68,85,1.12,12N8P,8.0,2.198,1.2068,0.9,1.43
79.6,28.2,0.97,31,1.11,9N6P,57.1,0.639,0.1653,0.89,0.66
119.7,53.4,0.52,38,1.3,9N6P,13.1,4.387,0.6943,1.04,2.81
83.6,49.4,0.82,44,1.26,18N16P,8.5,1.904,0.9883,1.01,1.27
47.0,59.8,0.63,25,1.26,12N8P,42.1,0.416,0.2516,1.01,0.49
89.8,28.8,0.53,19,1.22,18N16P,35.0,1.092,0.2623,0.98,0.85
107.9,45.7,0.7,16,1.25,36N30P,10.5,3.302,0.8611,1.0,1.96
46.9,21.2,0.52,16,1.16,9N6P,245.2,0.121,0.0397,0.93,0.17
108.8,16.3,0.72,16,1.16,12N10P,98.7,1.051,0.0958,0.93,0.71
117.0,59.9,0.58,17,1.17,9N6P,30.1,6.321,0.3059,0.94,3.01
113.3,24.9,0.66,72,1.13,12N8P,14.1,1.699,0.6696,0.9,1.17
115.9,54.5,0.9,91,1.19,12N14P,4.6,3.376,1.9823,0.95,2.69
57.6,51.9,0.64,46,1.12,12N10P,20.6,0.491,0.4412,0.9,0.63
49.2,28.2,0.9,69,1.15,12N8P,32.4,0.153,0.3076,0.92,0.25
76.1,34.5,0.66,54,1.23,24N22P,9.9,1.007,1.0076,0.98,0.73
107.4,11.7,0.82,56,1.25,24N22P,19.4,0.98,0.51,1.0,0.5
120.0,50.7,0.78,26,1.22,24N22P,8.8,5.286,1.1234,0.98,2.68
99.5,59.9,0.79,58,1.11,9N6P,11.9,2.783,0.8335,0.89,2.18
53.0,38.3,0.55,11,1.17,12N14P,120.5,0.248,0.075,0.94,0.4
79.4,45.1,0.88,18,1.27,24N22P,16.7,0.918,0.4691,1.02,1.05
67.4,14.0,0.65,33,1.14,12N10P,98.2,0.217,0.1022,0.91,0.23
41.8,57.0,0.67,67,1.25,24N20P,9.5,0.21,1.1238,1.0,0.37
111.2,37.1,0.86,77,1.26,12N10P,7.7,3.927,1.1601,1.01,1.69
97.9,30.6,0.58,41,1.13,12N10P,23.4,1.83,0.4047,0.9,1.08
99.1,43.2,0.59,31,1.26,9N6P,26.4,3.04,0.3657,1.01,1.56
67.1,33.2,0.75,21,1.2,12N10P,56.2,0.541,0.1608,0.96,0.55
54.5,58.6,0.98,42,1.13,18N16P,15.6,0.46,0.6358,0.9,0.64
105.2,59.1,0.54,81,1.17,12N10P,5.9,3.433,1.7229,0.94,2.4
119.5,45.6,0.85,61,1.29,12N10P,7.5,5.109,1.2454,1.03,2.39
43.1,10.2,0.65,85,1.2,24N20P,39.1,0.041,0.2534,0.96,0.07
99.5,57.6,0.7,57,1.2,24N22P,4.2,3.918,2.2778,0.96,2.1
86.9,51.5,0.59,98,1.17,24N20P,3.2,1.574,2.9841,0.94,1.43
48.4,12.9,0.96,71,1.14,36N30P,23.4,0.085,0.4212,0.91,0.11
42.6,31.1,0.85,57,1.26,24N20P,19.4,0.168,0.5285,1.01,0.21
61.5,32.6,0.52,17,1.25,12N10P,78.6,0.346,0.1232,1.0,0.45
94.5,32.3,0.54,71,1.16,9N6P,17.4,1.441,0.5502,0.93,1.06
100.5,30.7,0.76,32,1.23,12N14P,25.6,1.816,0.3522,0.98,1.14
88.2,58.7,0.61,43,1.21,36N30P,4.0,2.364,2.3487,0.97,1.68
78.1,41.0,0.84,96,1.28,12N8P,8.4,1.034,1.1286,1.02,0.92
63.8,35.5,0.77,98,1.15,12N10P,12.9,0.484,0.7288,0.92,0.53
112.0,41.1,0.5,39,1.13,36N30P,5.7,3.381,1.7836,0.9,1.9
41.7,15.4,0.81,72,1.18,18N16P,41.4,0.059,0.2277,0.94,0.1
70.5,59.3,0.56,29,1.11,12N10P,24.8,0.96,0.3898,0.89,1.08
92.3,22.0,0.96,41,1.14,18N16P,24.2,0.995,0.4088,0.91,0.69
62.5,47.4,0.52,37,1.13,36N30P,9.3,0.658,1.0748,0.9,0.68
60.9,36.0,0.75,62,1.17,12N14P,22.2,0.41,0.4537,0.94,0.49
72.8,47.8,0.79,18,1.24,12N8P,44.2,1.277,0.2227,0.99,0.93
80.8,50.5,0.99,57,1.13,24N22P,6.5,1.505,1.4999,0.9,1.21
89.1,22.1,0.64,33,1.14,18N16P,29.7,0.739,0.3227,0.91,0.64
91.8,20.4,0.6,79,1.1,9N6P,24.5,0.829,0.3552,0.88,0.63
41.4,47.2,0.86,46,1.17,12N8P,30.8,0.185,0.2912,0.94,0.3
55.9,28.7,0.69,21,1.28,12N14P,78.3,0.27,0.123,1.02,0.33
45.7,10.1,0.82,72,1.13,12N10P,98.0,0.057,0.105,0.9,0.08
92.8,45.8,0.87,87,1.24,12N10P,7.0,2.711,1.3214,0.99,1.45
97.0,49.9,0.76,54,1.28,12N10P,9.7,2.789,0.9693,1.02,1.73
98.4,54.3,0.51,21,1.25,12N10P,23.9,3.268,0.41,1.0,1.93
98.2,51.1,0.96,76,1.14,12N8P,7.3,2.599,1.2512,0.91,1.81
113.8,41.5,1.0,36,1.2,24N20P,8.3,3.884,1.1783,0.96,1.98
101.2,53.0,0.72,24,1.22,36N30P,6.9,3.77,1.3684,0.98,2.0
58.9,46.7,0.6,99,1.21,9N6P,14.6,0.664,0.7102,0.97,0.6
96.6,24.9,0.95,38,1.16,24N20P,14.7,1.125,0.6102,0.93,0.85
70.0,45.0,0.8,37,1.28,12N14P,23.1,0.785,0.4269,1.02,0.81
72.9,28.1,0.89,73,1.19,24N22P,9.6,0.759,1.0157,0.95,0.55
45.5,29.8,0.94,15,1.16,18N16P,101.2,0.124,0.098,0.93,0.23
40.6,49.1,0.66,57,1.22,12N14P,26.7,0.173,0.3901,0.98,0.3
71.6,23.4,0.76,89,1.29,12N10P,17.9,0.438,0.552,1.03,0.44
115.4,32.4,0.95,26,1.21,18N16P,18.2,2.589,0.5105,0.97,1.59
60.6,28.2,0.52,11,1.2,12N10P,151.4,0.394,0.0652,0.96,0.38
52.7,39.8,0.61,82,1.26,18N16P,10.4,0.338,0.9297,1.01,0.41
89.2,33.2,0.7,30,1.14,12N14P,32.2,0.961,0.2934,0.91,0.97
73.6,51.2,0.69,76,1.16,18N16P,6.4,1.027,1.4362,0.93,1.02
108.0,22.4,0.68,26,1.22,12N10P,41.6,1.413,0.2235,0.98,0.96
41.5,20.6,0.55,26,1.15,18N16P,90.7,0.08,0.109,0.92,0.13
109.9,42.8,0.67,96,1.11,36N30P,2.4,2.425,4.3825,0.89,1.9
54.2,26.2,0.73,58,1.13,12N10P,36.8,0.238,0.2644,0.9,0.28
48.6,50.8,0.9,41,1.13,24N20P,14.7,0.329,0.6386,0.9,0.44
90.6,19.3,0.91,61,1.2,18N16P,17.3,1.022,0.5521,0.96,0.58
117.3,59.8,0.71,90,1.26,24N22P,2.0,6.912,4.6374,1.01,3.02
104.2,13.7,0.73,59,1.24,9N6P,40.6,0.733,0.2276,0.99,0.55
102.2,32.3,0.95,33,1.22,9N6P,33.7,1.713,0.2873,0.98,1.24
61.8,41.9,0.63,92,1.15,24N20P,6.1,0.557,1.5747,0.92,0.59
40.2,17.1,0.61,62,1.22,24N22P,31.7,0.066,0.2937,0.98,0.1
58.7,12.8,0.75,78,1.21,12N10P,50.4,0.158,0.202,0.97,0.16
109.2,13.9,0.51,42,1.11,24N22P,24.5,1.173,0.4145,0.89,0.61
40.6,13.2,0.78,32,1.21,24N22P,80.6,0.039,0.1156,0.97,0.08
81.6,37.4,0.52,30,1.17,12N10P,31.5,1.374,0.3119,0.94,0.92
43.3,52.2,0.96,65,1.14,12N8P,20.0,0.196,0.4614,0.91,0.36
108.8,14.4,0.59,20,1.15,12N8P,88.9,0.854,0.1053,0.92,0.63
110.8,37.4,0.61,66,1.2,18N16P,6.4,2.512,1.4377,0.96,1.69
105.8,12.2,0.61,54,1.14,24N22P,20.7,0.852,0.4637,0.91,0.5
62.9,45.8,0.96,97,1.21,18N16P,6.9,0.575,1.4321,0.97,0.67
104.0,31.2,0.54,67,1.27,12N8P,12.0,1.712,0.8072,1.02,1.24
50.6,40.9,0.74,53,1.23,18N16P,16.6,0.263,0.5727,0.98,0.38
51.1,35.6,0.91,57,1.16,12N10P,26.0,0.216,0.3366,0.93,0.34
46.5,19.6,0.81,79,1.26,36N30P,13.2,0.128,0.7627,1.01,0.16
102.9,50.5,0.8,69,1.24,12N14P,6.9,3.938,1.2884,0.99,1.97
97.5,32.0,0.69,72,1.1,24N20P,6.8,2.013,1.4356,0.88,1.12
107.8,55.2,0.6,53,1.27,12N14P,8.5,4.745,1.1695,1.02,2.36
54.2,38.8,0.66,95,1.2,24N20P,7.4,0.36,1.3685,0.96,0.42
41.3,43.0,0.78,82,1.25,24N22P,9.1,0.183,1.0149,1.0,0.27
62.1,35.3,0.64,56,1.1,36N30P,9.0,0.539,1.1638,0.88,0.5
90.4,38.0,0.91,70,1.16,12N8P,11.6,1.602,0.802,0.93,1.14
61.3,58.0,0.71,92,1.11,24N20P,4.8,0.804,2.0769,0.89,0.8
80.9,16.0,0.77,56,1.2,24N20P,19.9,0.462,0.5011,0.96,0.38
